assembly_id	label	taxid	uniq_SCG_hits	perc_comp	perc_redund	domain	phylum	class	order	family	genus	specific_name
GCF_001293125.1	GCF_001293125.1_Bacteria_Actinobacteria_NA_Lawsonella_clevelandensis_X1036	1528099	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	NA	Lawsonella	Lawsonella clevelandensis
GCF_001294625.1	GCF_001294625.1_Bacteria_Actinobacteria_NA_Arthrobacter_alpinus_R3.8	656366	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus
GCF_001295365.1	GCF_001295365.1_Bacteria_Firmicutes_Bacilli_Parageobacillus_thermoglucosidasius_DSM_2542	1426	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius
GCF_001298465.1	GCF_001298465.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacter_concisus_ATCC_33237	199	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
GCF_001298525.1	GCF_001298525.1_Bacteria_Proteobacteria_Gammaproteobacteria_Psychrobacter_urativorans_R10.10B	45610	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans
GCF_001302565.1	GCF_001302565.1_Bacteria_Actinobacteria_NA_Glutamicibacter_halophytocola_KLBMP_5180	1933880	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter halophytocola
GCF_001302585.1	GCF_001302585.1_Bacteria_Actinobacteria_NA_Kibdelosporangium_phytohabitans_KLBMP1111	860235	14	93.33	0.00	Bacteria	Actinobacteria	NA	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium phytohabitans
GCF_001304715.1	GCF_001304715.1_Bacteria_Firmicutes_Negativicutes_Megasphaera_elsdenii_14-14	1458465	14	93.33	0.00	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
GCF_001305575.2	GCF_001305575.2_Bacteria_Proteobacteria_Gammaproteobacteria_Beggiatoa_leptomitoformis_D-402	288004	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa leptomitoformis
GCF_001305595.1	GCF_001305595.1_Bacteria_Proteobacteria_Alphaproteobacteria_Azospirillum_thiophilum_BV-S	528244	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum thiophilum
GCF_001307195.1	GCF_001307195.1_Bacteria_Proteobacteria_Gammaproteobacteria_Acinetobacter_equi_114	1324350	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter equi
GCF_001307545.1	GCF_001307545.1_Bacteria_Actinobacteria_NA_Mycolicibacterium_fortuitum_CT6	1766	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fortuitum
GCF_001307805.1	GCF_001307805.1_Bacteria_Firmicutes_Bacilli_Lentibacillus_amyloliquefaciens_LAM0015	1472767	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus amyloliquefaciens
GCF_001308145.2	GCF_001308145.2_Bacteria_Firmicutes_Bacilli_Weissella_cibaria_CH2	137591	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella cibaria
GCF_001308265.1	GCF_001308265.1_Bacteria_Proteobacteria_Alphaproteobacteria_Celeribacter_marinus_IMCC_12053	1397108	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter marinus
GCF_001308285.1	GCF_001308285.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_helveticus_CAUH18	1587	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus
GCF_001310085.1	GCF_001310085.1_Bacteria_Bacteroidetes_Cytophagia_Rufibacter_tibetensis_1351	512763	14	93.33	0.00	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter tibetensis
GCF_001310225.1	GCF_001310225.1_Bacteria_Bacteroidetes_Flavobacteriia_Algibacter_alginicilyticus_HZ22	1736674	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter alginicilyticus
GCF_001314245.2	GCF_001314245.2_Bacteria_Firmicutes_Bacilli_Lactobacillus_gallinarum_HFD4	52242	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum
GCF_001314305.1	GCF_001314305.1_Bacteria_Proteobacteria_Gammaproteobacteria_Stenotrophomonas_acidaminiphila_ZAC14D2_NAIMI4_2	128780	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas acidaminiphila
GCF_001314325.1	GCF_001314325.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingopyxis_macrogoltabida_203	33050	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis macrogoltabida
GCF_001314945.1	GCF_001314945.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_kunkeei_MP2	148814	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kunkeei
GCF_001314995.1	GCF_001314995.1_Bacteria_Bacteroidetes_Bacteroidia_Bacteroides_ovatus_ATCC_8483	28116	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
GCF_001315015.1	GCF_001315015.1_Bacteria_Proteobacteria_Alphaproteobacteria_Azospirillum_brasilense_Sp_7	192	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense
GCF_001318345.1	GCF_001318345.1_Bacteria_Bacteroidetes_Bacteroidia_Bacteroides_cellulosilyticus_WH2	246787	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
GCF_001399775.1	GCF_001399775.1_Bacteria_Deinococcus-Thermus_Deinococci_Thermus_aquaticus_Y51MC23	498848	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus aquaticus
GCF_001402875.1	GCF_001402875.1_Bacteria_Proteobacteria_Alphaproteobacteria_Blastochloris_viridis_ATCC_19567	1079	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	Blastochloris viridis
GCF_001411495.1	GCF_001411495.1_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderia_cepacia_UCB_717	983594	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
GCF_001412615.1	GCF_001412615.1_Archaea_Crenarchaeota_Thermoprotei_Pyrodictium_delaneyi_Su06	1273541	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi
GCF_001414055.1	GCF_001414055.1_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacter_henricii_CB4	69395	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter henricii
GCF_001417885.1	GCF_001417885.1_Eukaryota_Ascomycota_Saccharomycetes_Kluyveromyces_marxianus_DMKU3-1042	1003335	13	86.67	80.00	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
GCF_001420915.1	GCF_001420915.1_Bacteria_Proteobacteria_Gammaproteobacteria_Agarivorans_gilvus_WH0801	680279	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agarivorans	Agarivorans gilvus
GCF_001421015.2	GCF_001421015.2_Bacteria_Firmicutes_Bacilli_Paenibacillus_bovis_BD3526	1616788	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus bovis
GCF_001431725.1	GCF_001431725.1_Bacteria_Proteobacteria_Gammaproteobacteria_Halomonas_huangheensis_BJGMM-B45	1178482	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas huangheensis
GCF_001432245.1	GCF_001432245.1_Bacteria_Firmicutes_Bacilli_Staphylococcus_equorum_KS1039	246432	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus equorum
GCF_001441165.1	GCF_001441165.1_Bacteria_Actinobacteria_NA_Acidipropionibacterium_acidipropionici_CGMCC_1.2230	1748	14	93.33	0.00	Bacteria	Actinobacteria	NA	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium acidipropionici
GCF_001442535.1	GCF_001442535.1_Bacteria_Proteobacteria_Gammaproteobacteria_Lysobacter_antibioticus_ATCC_29479	84531	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter antibioticus
GCF_001442785.1	GCF_001442785.1_Bacteria_Proteobacteria_Gammaproteobacteria_Lysobacter_capsici_55	435897	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter capsici
GCF_001443605.1	GCF_001443605.1_Bacteria_Bacteroidetes_Bacteroidia_Salinivirga_cyanobacteriivorans_L21-Spi-D4	1307839	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Salinivirgaceae	Salinivirga	Salinivirga cyanobacteriivorans
GCF_001443625.1	GCF_001443625.1_Bacteria_Actinobacteria_NA_Streptomyces_venezuelae_ATCC_15439	54571	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae
GCF_001444405.1	GCF_001444405.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_phenolica_KCTC_12086	161398	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas phenolica
GCF_001444425.1	GCF_001444425.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudohongiella_spirulinae_KCTC_32221	1249552	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Pseudohongiella	Pseudohongiella spirulinae
GCF_001444445.1	GCF_001444445.1_Bacteria_Bacteroidetes_Bacteroidia_Prevotella_enoeca_F0113	76123	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella enoeca
GCF_001445575.1	GCF_001445575.1_Bacteria_Actinobacteria_NA_Arthrobacter_alpinus_ERGS4:06	656366	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus
GCF_001447335.1	GCF_001447335.1_Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonas_schubertii_WL1483	652	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas schubertii
GCF_001454945.1	GCF_001454945.1_Bacteria_Firmicutes_Clostridia_Intestinimonas_butyriciproducens_AF211	1297617	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	Intestinimonas	Intestinimonas butyriciproducens
GCF_001455205.1	GCF_001455205.1_Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonas_ureae_Nm10	44577	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas ureae
GCF_001456065.2	GCF_001456065.2_Bacteria_Firmicutes_Clostridia_Clostridium_butyricum_KNU-L09	1492	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
GCF_001456115.1	GCF_001456115.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingobium_baderi_DE-13	1332080	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium baderi
GCF_001457455.1	GCF_001457455.1_Bacteria_Actinobacteria_NA_Corynebacterium_diphtheriae_NCTC11397	1717	14	93.33	13.33	Bacteria	Actinobacteria	NA	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
GCF_001457475.1	GCF_001457475.1_Bacteria_Proteobacteria_Betaproteobacteria_Achromobacter_xylosoxidans_NCTC10807	85698	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_001465255.1	GCF_001465255.1_Bacteria_Firmicutes_Bacilli_Paenibacillus_naphthalenovorans_32O-Y	162209	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus naphthalenovorans
GCF_001465295.1	GCF_001465295.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_translucida_KMM_520	1315283	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas translucida
GCF_001465795.2	GCF_001465795.2_Bacteria_Firmicutes_Bacilli_Planococcus_rifietoensis_M8	200991	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus rifietoensis
GCF_001465835.2	GCF_001465835.2_Bacteria_Firmicutes_Bacilli_Planococcus_kocurii_ATCC_43650	1374	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus kocurii
GCF_001465855.1	GCF_001465855.1_Bacteria_Actinobacteria_NA_Rathayibacter_toxicus_WAC3373	145458	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter toxicus
GCF_001466725.1	GCF_001466725.1_Bacteria_Proteobacteria_Gammaproteobacteria_Lacimicrobium_alkaliphilum_YelD216	1526571	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Lacimicrobium	Lacimicrobium alkaliphilum
GCF_001477655.1	GCF_001477655.1_Archaea_Euryarchaeota_Methanobacteria_Methanobrevibacter_millerae_SM9	230361	14	93.33	0.00	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter millerae
GCF_001481685.1	GCF_001481685.1_Archaea_Crenarchaeota_Thermoprotei_Ignicoccus_islandicus_DSM_13165	940295	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus	Ignicoccus islandicus
GCF_001482365.1	GCF_001482365.1_Bacteria_Actinobacteria_NA_Kocuria_flava_HO-9041	446860	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Kocuria	Kocuria flava
GCF_001482385.1	GCF_001482385.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_rubra_SCSIO_6842	43658	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rubra
GCF_001483385.1	GCF_001483385.1_Bacteria_Bacteroidetes_Flavobacteriia_Tenacibaculum_dicentrarchi_AY7486TD	669041	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum dicentrarchi
GCF_001483865.1	GCF_001483865.1_Bacteria_Proteobacteria_Betaproteobacteria_Roseateles_depolymerans_KCTC_42856	76731	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles depolymerans
GCF_001484065.1	GCF_001484065.1_Bacteria_Proteobacteria_Alphaproteobacteria_Pannonibacter_phragmitetus_31801	121719	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	Pannonibacter phragmitetus
GCF_001484605.1	GCF_001484605.1_Bacteria_Actinobacteria_NA_Pseudarthrobacter_sulfonivorans_Ar51	121292	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter sulfonivorans
GCF_001484935.1	GCF_001484935.1_Bacteria_Proteobacteria_Gammaproteobacteria_Acinetobacter_johnsonii_XBB1	1242245	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
GCF_001488575.1	GCF_001488575.1_Archaea_Euryarchaeota_Halobacteria_Halobacterium_hubeiense_JI20-1	1407499	14	93.33	6.67	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium hubeiense
GCF_001499615.1	GCF_001499615.1_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacter_senegalensis_108B	446692	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter senegalensis
GCF_001499655.1	GCF_001499655.1_Bacteria_Chlamydiae_Chlamydiia_Candidatus_Protochlamydia_naegleriophila_KNic	389348	14	93.33	0.00	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia naegleriophila
GCF_001507645.1	GCF_001507645.1_Bacteria_Bacteroidetes_Cytophagia_Hymenobacter_sedentarius_DG5B	1411621	14	93.33	0.00	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sedentarius
GCF_001509405.1	GCF_001509405.1_Bacteria_Actinobacteria_NA_Aeromicrobium_erythreum_AR18	2041	14	93.33	0.00	Bacteria	Actinobacteria	NA	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium erythreum
GCF_001534665.1	GCF_001534665.1_Bacteria_Proteobacteria_Gammaproteobacteria_Candidatus_Arsenophonus_lipoptenae_CB	634113	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Candidatus Arsenophonus lipoptenae
GCF_001534745.1	GCF_001534745.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonas_monteilii_USDA-ARS-USMARC-56711	76759	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GCF_001542625.1	GCF_001542625.1_Bacteria_Actinobacteria_NA_Streptomyces_griseochromogenes_ATCC_14511	68214	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseochromogenes
GCF_001542775.1	GCF_001542775.1_Bacteria_Actinobacteria_NA_Microterricola_viridarii_ERGS5:02	412690	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Microbacteriaceae	Microterricola	Microterricola viridarii
GCF_001543105.1	GCF_001543105.1_Bacteria_Firmicutes_Bacilli_Aerococcus_christensenii_CCUG28831	87541	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus christensenii
GCF_001543145.1	GCF_001543145.1_Bacteria_Firmicutes_Bacilli_Aerococcus_sanguinicola_CCUG43001	119206	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus sanguinicola
GCF_001543175.1	GCF_001543175.1_Bacteria_Firmicutes_Bacilli_Aerococcus_urinae_CCUG36881	1376	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae
GCF_001543245.1	GCF_001543245.1_Bacteria_Firmicutes_Bacilli_Aerococcus_urinaehominis_CCUG42038B	128944	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaehominis
GCF_001543285.1	GCF_001543285.1_Bacteria_Firmicutes_Bacilli_Aerococcus_viridans_CCUG4311	1377	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus viridans
GCF_001543325.1	GCF_001543325.1_Bacteria_Bacteroidetes_Flavobacteriia_Lutibacter_profundi_LP1	1622118	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter profundi
GCF_001544015.1	GCF_001544015.1_Bacteria_Firmicutes_Limnochordia_Limnochorda_pilosa_HC45	1555112	14	93.33	0.00	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda pilosa
GCF_001545095.1	GCF_001545095.1_Bacteria_Firmicutes_Erysipelotrichia_Erysipelothrix_larvae_LV19	1514105	14	93.33	0.00	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix larvae
GCF_001545155.1	GCF_001545155.1_Bacteria_Proteobacteria_Gammaproteobacteria_Halomonas_chromatireducens_AGD_8-3	507626	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas chromatireducens
GCF_001547735.1	GCF_001547735.1_Bacteria_Aquificae_NA_Thermosulfidibacter_takaii_ABI70S6	1298851	14	93.33	0.00	Bacteria	Aquificae	NA	Aquificales	NA	Thermosulfidibacter	Thermosulfidibacter takaii
GCF_001547755.1	GCF_001547755.1_Bacteria_Proteobacteria_Gammaproteobacteria_Bathymodiolus_septemdierum_thioautotrophic_gill_symbiont_Myojin_Knoll	1303921	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Bathymodiolus septemdierum thioautotrophic gill symbiont
GCF_001547935.1	GCF_001547935.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_tritonius_JCM_16456	1435069	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tritonius
GCF_001547975.1	GCF_001547975.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_arginini_HAZ145_1	2094	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arginini
GCF_001547995.1	GCF_001547995.1_Bacteria_Proteobacteria_Alphaproteobacteria_Asaia_bogorensis_NBRC_16594	1231624	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Asaia bogorensis
GCF_001548015.1	GCF_001548015.1_Bacteria_Proteobacteria_Alphaproteobacteria_Methylobacterium_aquaticum_MA-22A	270351	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium aquaticum
GCF_001548055.1	GCF_001548055.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Sulfurospirillum_cavolei_UCH003	366522	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum cavolei
GCF_001548275.1	GCF_001548275.1_Bacteria_Thermodesulfobacteria_NA_Caldimicrobium_thiodismutans_TF1	1653476	14	93.33	0.00	Bacteria	Thermodesulfobacteria	NA	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Caldimicrobium	Caldimicrobium thiodismutans
GCF_001553195.1	GCF_001553195.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_canis_PG_14	1117644	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canis
GCF_001553545.1	GCF_001553545.1_Bacteria_Bacteroidetes_Flavobacteriia_Capnocytophaga_haemolytica_CCUG_32990	45243	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica
GCF_001553565.1	GCF_001553565.1_Bacteria_Actinobacteria_NA_Actinomyces_radicidentis_CCUG_36733	111015	14	93.33	0.00	Bacteria	Actinobacteria	NA	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis
GCF_001553605.1	GCF_001553605.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_fairfieldensis_CCUG_45958	44742	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis
GCF_001553625.1	GCF_001553625.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfomicrobium_orale_DSM_12838	888061	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium orale
GCF_001553935.1	GCF_001553935.1_Bacteria_Actinobacteria_NA_Actinomyces_oris_T14V	544580	14	93.33	0.00	Bacteria	Actinobacteria	NA	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
GCF_001553955.1	GCF_001553955.1_Bacteria_Proteobacteria_Gammaproteobacteria_Moraxella_osloensis_CCUG_350	34062	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella osloensis
GCF_001558255.2	GCF_001558255.2_Bacteria_Proteobacteria_Gammaproteobacteria_Grimontia_hollisae_ATCC_33564	673	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia hollisae
GCF_001558415.2	GCF_001558415.2_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_fluvialis_ATCC_33809	676	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fluvialis
GCF_001559015.1	GCF_001559015.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingopyxis_granuli_TFA	267128	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis granuli
GCF_001559115.2	GCF_001559115.2_Bacteria_Firmicutes_Bacilli_Staphylococcus_simulans_FDAARGOS_124	1286	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans
